2017 5 17,"17 M   Sf. Ap. Andronic; Sf. Iunia; Sf. Cuv. Nectarie şi Teofan	(Dezlegare la peşte)"
2017 5 18,"18 J   Sf. Mc. Petru, Dionisie şi Hristina; Sf. Mc. Teodot şi cele 7 Sf. Mc. fecioare"
2017 5 19,"19 V   Sf. Sfinţit Mc. Patrichie; Sf. Mc. Chiriachi; Sf. Cuv. Memnon	(Dezlegare la peşte)"
2017 5 20,"20 S   Sf. Mc. Talaleu; Sf. Cuv. Talasie; Sf. Cuv. Marcu Pustnicul"
2017 5 21,"<r>21 D   †) Sf. Împăraţi, întocmai cu Apostolii, Constantin şi mama sa Elena <br><b>Duminica a VI-a după Paști</b>	(a orbului din naștere); Ap. Fapte XXVI, 1; 12-20; Fapte XVI, 16-34; Ev. Ioan X, 1-9; Ioan IX, 1-38; glas 5, voscr. 8</r>"
2017 5 22,"22 L   Sf. Mc. Vasilisc şi Marcel; Sf. Părinţi de la Sinodul al II-lea Ecumenic; Sf. Mc. Sofia, doctoriţa"
2017 5 23,"23 M   Sf. Cuv. Mihail Mărt., Ep. Sinadei; Sf. Maria lui Cleopa"
2017 5 24,"24 M   Odovania praznicului Învierii Domnului; Sf. Cuv. Simeon; Sf. Mc. Serapion; Sf. Mc. Marciana	(Dezlegare la peşte)"
2017 5 25,"<r>25 J   (†) Înălțarea Domnului (Ispasul); Ziua Eroilor</r>"
2017 5 26,"26 V   Sf. Ap. Carp şi Alfeu, din cei 70; Sf. Mc. Averchie şi Elena	(Dezlegare la peşte)"
2017 5 27,"27 S   <a>Sf. Mc. Iuliu Veteranul;</a> Sf. Sfinţiţi Mc. Terapont şi Eladie; Sf. Mc. Alipie; Sf. Ioan Rusul"
2017 5 28,"<r>28 D   Sf. Sfintit Mc. Eutihie, Ep. Melitinei; Sf. Cuv. Nichita Mărt., Ep. Calcedonului; Sf. Sfinţit Mc. Eutihie <br><b>Duminica a VII-a după Paști</b>	(a Sf. Părinți de la Sinodul I Ecumenic); Ap. Fapte XX, 16-18; 28-36; Ev. Ioan XVII, 1-13; glas 6, voscr. 10</r>"
2017 5 29,"29 L   Sf. Mc. Teodosia; Sf. Sfinţit Mc. Olivian şi Alexandru"
2017 5 30,"30 M   Sf. Cuv. Isaachie Mărt. şi Varlaam; Sf. Mc. Natalie"
2017 5 31,"31 M   Sf. Mc. Ermie; Sf. Mc. Eusebie şi Haralambie	(Dezlegare la peşte)"

2017 6 1,"1 J   Sf. Mc. Justin Martirul şi Filosoful; Sf. Mc. Hariton, Firm şi Valerian"
2017 6 2,"2 V   Odovania praznicului Înălțării Domnului; <a>†) Sf. M. Mc. Ioan cel Nou de la Suceava;</a> Sf. Nichifor Mărt., Patr. Constantinopolului	(Dezlegare la peşte)"
2017 6 3,"3 S   Sf. Mc. Luchilian, Ipatie, Pavel, Dionisie şi Claudie; Sf. Mc. Paula	(Pomenirea morților - Moșii de vară)"
2017 6 4,"<r>4 D</r>   <a>†) Sf. Mc.: Zotic, Atal, Camasie şi Filip de la Niculiţel;</a> <r>Duminica a VIII-a după Paşti (Duminica Mare) <br><b>(†) Pogorârea Sf. Duh (Cincizecimea sau Rusaliile);</b> Ap. Fapte II, 1-11; Ev. Ioan VII, 37-53; VIII, 12</r>"
2017 6 5,"<r>5 L   (†) Sfanta Treime</r>"
2017 6 6,"6 M   Sf. Cuv. Visarion şi Ilarion cel Nou; Sf. Mc. Ghelasie şi Valeria"
